2024-03-20 11:48:29.290 [restartedMain] INFO  com.mli.assetjdbc.ApiSpringBoot2Application - Starting ApiSpringBoot2Application using Java 11.0.22 on 90C30OAD3031104 with PID 15776 (D:\Users\D3031104\Desktop\asset-jbdc\target\classes started by D3031104 in D:\Users\D3031104\Desktop\asset-jbdc)
2024-03-20 11:48:29.292 [restartedMain] INFO  com.mli.assetjdbc.ApiSpringBoot2Application - No active profile set, falling back to 1 default profile: "default"
2024-03-20 11:48:29.320 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2024-03-20 11:48:29.321 [restartedMain] INFO  o.s.b.d.env.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2024-03-20 11:48:30.040 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8091 (http)
2024-03-20 11:48:30.046 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8091"]
2024-03-20 11:48:30.047 [restartedMain] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2024-03-20 11:48:30.047 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.76]
2024-03-20 11:48:30.091 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/practice5] - Initializing Spring embedded WebApplicationContext
2024-03-20 11:48:30.092 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 771 ms
2024-03-20 11:48:30.608 [restartedMain] INFO  o.s.b.d.autoconfigure.OptionalLiveReloadServer - LiveReload server is running on port 35729
2024-03-20 11:48:30.616 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8091"]
2024-03-20 11:48:30.631 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8091 (http) with context path '/practice5'
2024-03-20 11:48:30.639 [restartedMain] INFO  com.mli.assetjdbc.ApiSpringBoot2Application - Started ApiSpringBoot2Application in 1.572 seconds (JVM running for 1.897)
2024-03-20 11:48:31.055 [http-nio-8091-exec-2] INFO  o.a.c.c.C.[Tomcat].[localhost].[/practice5] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2024-03-20 11:48:31.056 [http-nio-8091-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2024-03-20 11:48:31.056 [http-nio-8091-exec-2] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 0 ms
2024-03-20 11:48:31.075 [http-nio-8091-exec-2] INFO  com.mli.assetjdbc.controller.AssetsController - 資產編號：null
2024-03-20 11:48:31.087 [http-nio-8091-exec-2] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2024-03-20 11:48:31.262 [http-nio-8091-exec-2] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2024-03-20 11:48:31.272 [http-nio-8091-exec-2] INFO  com.mli.assetjdbc.controller.AssetsController - 資產：null
2024-03-20 11:48:31.660 [http-nio-8091-exec-3] INFO  com.mli.assetjdbc.controller.AssetsController - 資產編號：null
2024-03-20 11:48:31.661 [http-nio-8091-exec-3] INFO  com.mli.assetjdbc.controller.AssetsController - 資產：null
2024-03-20 11:48:32.059 [http-nio-8091-exec-4] INFO  com.mli.assetjdbc.controller.AssetsController - 資產編號：null
2024-03-20 11:48:32.060 [http-nio-8091-exec-4] INFO  com.mli.assetjdbc.controller.AssetsController - 資產：null
2024-03-20 11:48:35.029 [http-nio-8091-exec-5] INFO  com.mli.assetjdbc.controller.AssetsController - 資產編號：null
2024-03-20 11:48:35.030 [http-nio-8091-exec-5] INFO  com.mli.assetjdbc.controller.AssetsController - 資產：null
2024-03-20 11:48:40.676 [http-nio-8091-exec-6] INFO  com.mli.assetjdbc.controller.AssetsController - 資產編號：null
2024-03-20 11:48:40.677 [http-nio-8091-exec-6] INFO  com.mli.assetjdbc.controller.AssetsController - 資產：null
2024-03-20 11:48:41.199 [http-nio-8091-exec-7] INFO  com.mli.assetjdbc.controller.AssetsController - 資產編號：null
2024-03-20 11:48:41.199 [http-nio-8091-exec-7] INFO  com.mli.assetjdbc.controller.AssetsController - 資產：null
2024-03-20 11:48:42.370 [http-nio-8091-exec-8] INFO  com.mli.assetjdbc.controller.AssetsController - 資產編號：null
2024-03-20 11:48:42.371 [http-nio-8091-exec-8] INFO  com.mli.assetjdbc.controller.AssetsController - 資產：null
2024-03-20 11:48:49.520 [http-nio-8091-exec-9] INFO  com.mli.assetjdbc.controller.AssetsController - 資產編號：null
2024-03-20 11:48:49.521 [http-nio-8091-exec-9] INFO  com.mli.assetjdbc.controller.AssetsController - 資產：null
2024-03-20 11:48:50.186 [http-nio-8091-exec-10] INFO  com.mli.assetjdbc.controller.AssetsController - 資產編號：null
2024-03-20 11:48:50.187 [http-nio-8091-exec-10] INFO  com.mli.assetjdbc.controller.AssetsController - 資產：null
2024-03-20 11:48:50.585 [http-nio-8091-exec-1] INFO  com.mli.assetjdbc.controller.AssetsController - 資產編號：null
2024-03-20 11:48:50.585 [http-nio-8091-exec-1] INFO  com.mli.assetjdbc.controller.AssetsController - 資產：null
2024-03-20 11:49:16.242 [http-nio-8091-exec-4] INFO  com.mli.assetjdbc.controller.AssetsController - 資產編號：null
2024-03-20 11:49:16.243 [http-nio-8091-exec-4] INFO  com.mli.assetjdbc.controller.AssetsController - 資產：null
2024-03-20 11:49:16.757 [http-nio-8091-exec-5] INFO  com.mli.assetjdbc.controller.AssetsController - 資產編號：null
2024-03-20 11:49:16.758 [http-nio-8091-exec-5] INFO  com.mli.assetjdbc.controller.AssetsController - 資產：null
2024-03-20 11:49:17.399 [http-nio-8091-exec-6] INFO  com.mli.assetjdbc.controller.AssetsController - 資產編號：null
2024-03-20 11:49:17.399 [http-nio-8091-exec-6] INFO  com.mli.assetjdbc.controller.AssetsController - 資產：null
2024-03-20 11:50:55.577 [http-nio-8091-exec-9] INFO  com.mli.assetjdbc.controller.AssetsController - 資產編號：null
2024-03-20 11:50:55.578 [http-nio-8091-exec-9] INFO  com.mli.assetjdbc.controller.AssetsController - 資產：null
2024-03-20 11:50:56.271 [http-nio-8091-exec-10] INFO  com.mli.assetjdbc.controller.AssetsController - 資產編號：null
2024-03-20 11:50:56.272 [http-nio-8091-exec-10] INFO  com.mli.assetjdbc.controller.AssetsController - 資產：null
